<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.example.notificationtest.MyNotification dummyMainMethod_com_example_notificationtest_MyNotification(android.content.Intent)>
<androidx.appcompat.app.WindowDecorActionBar: void onConfigurationChanged(android.content.res.Configuration)> -> <androidx.appcompat.view.ActionBarPolicy: boolean hasEmbeddedTabs()>
<androidx.appcompat.app.WindowDecorActionBar: void onConfigurationChanged(android.content.res.Configuration)> -> <androidx.appcompat.app.WindowDecorActionBar: void setHasEmbeddedTabs(boolean)>
<androidx.appcompat.app.AppCompatActivity: void onConfigurationChanged(android.content.res.Configuration)> -> <androidx.appcompat.widget.VectorEnabledTintResources: android.content.res.Configuration getConfiguration()>
<androidx.appcompat.app.AppCompatActivity: void onConfigurationChanged(android.content.res.Configuration)> -> <androidx.appcompat.widget.VectorEnabledTintResources: android.util.DisplayMetrics getDisplayMetrics()>
<androidx.appcompat.app.AppCompatActivity: void onConfigurationChanged(android.content.res.Configuration)> -> <androidx.appcompat.widget.VectorEnabledTintResources: void updateConfiguration(android.content.res.Configuration,android.util.DisplayMetrics)>
<androidx.core.app.ActivityRecreator: boolean recreate(android.app.Activity)> -> <android.app.Activity: android.app.Application getApplication()>
<androidx.core.app.ActivityRecreator$LifecycleCheckCallbacks: void <init>(android.app.Activity)> -> <java.lang.Object: int hashCode()>
<androidx.collection.MapCollections$ArrayIterator: void <init>(androidx.collection.MapCollections,int)> -> <androidx.collection.ArraySet$1: int colGetSize()>
<androidx.collection.MapCollections$ArrayIterator: void <init>(androidx.collection.MapCollections,int)> -> <androidx.collection.ArrayMap$1: int colGetSize()>
<androidx.activity.OnBackPressedCallback: void setEnabled(boolean)> -> <androidx.activity.OnBackPressedDispatcher$addCallback$1: java.lang.Object invoke()>
<androidx.activity.OnBackPressedDispatcher$addCallback$1: java.lang.Object invoke()> -> <kotlin.Unit: void <clinit>()>
<androidx.activity.OnBackPressedDispatcher$addCallback$1: java.lang.Object invoke()> -> <androidx.activity.OnBackPressedDispatcher$addCallback$1: void invoke()>
<androidx.activity.OnBackPressedDispatcher$addCallback$1: void invoke()> -> <androidx.activity.OnBackPressedDispatcher: void access$updateEnabledCallbacks(androidx.activity.OnBackPressedDispatcher)>
<androidx.activity.OnBackPressedDispatcher: void access$updateEnabledCallbacks(androidx.activity.OnBackPressedDispatcher)> -> <androidx.activity.OnBackPressedDispatcher: void updateEnabledCallbacks()>
<androidx.fragment.app.FragmentManager$9: void onActivityResult(androidx.activity.result.ActivityResult)> -> <androidx.fragment.app.FragmentStore: androidx.fragment.app.Fragment findFragmentByWho(java.lang.String)>
<androidx.fragment.app.FragmentManager$10: void onActivityResult(androidx.activity.result.ActivityResult)> -> <androidx.fragment.app.FragmentStore: androidx.fragment.app.Fragment findFragmentByWho(java.lang.String)>
<androidx.fragment.app.FragmentManager$11: void onActivityResult(java.util.Map)> -> <androidx.fragment.app.FragmentStore: androidx.fragment.app.Fragment findFragmentByWho(java.lang.String)>
<androidx.lifecycle.ViewModelProvider: androidx.lifecycle.ViewModel get(java.lang.String,java.lang.Class)> -> <androidx.lifecycle.ViewModelProvider$Factory: androidx.lifecycle.ViewModel create(java.lang.Class,androidx.lifecycle.viewmodel.CreationExtras)>
<androidx.lifecycle.ViewModelProvider: androidx.lifecycle.ViewModel get(java.lang.String,java.lang.Class)> -> <androidx.fragment.app.FragmentManagerViewModel$1: androidx.lifecycle.ViewModel create(java.lang.Class)>
<androidx.lifecycle.ViewModelProvider$Factory: androidx.lifecycle.ViewModel create(java.lang.Class,androidx.lifecycle.viewmodel.CreationExtras)> -> <kotlin.jvm.internal.Intrinsics: void checkNotNullParameter(java.lang.Object,java.lang.String)>
<androidx.fragment.app.FragmentManagerViewModel$1: androidx.lifecycle.ViewModel create(java.lang.Class)> -> <androidx.fragment.app.FragmentManagerViewModel: void <clinit>()>
<androidx.fragment.app.FragmentManagerViewModel$1: androidx.lifecycle.ViewModel create(java.lang.Class)> -> <androidx.fragment.app.FragmentManagerViewModel: void <init>(boolean)>
<androidx.lifecycle.ViewModelProvider$Factory: androidx.lifecycle.ViewModel create(java.lang.Class,androidx.lifecycle.viewmodel.CreationExtras)> -> <androidx.fragment.app.FragmentManagerViewModel$1: androidx.lifecycle.ViewModel create(java.lang.Class)>
<androidx.fragment.app.FragmentStore: void makeActive(androidx.fragment.app.FragmentStateManager)> -> <androidx.fragment.app.FragmentManagerViewModel: void addRetainedFragment(androidx.fragment.app.Fragment)>
<androidx.fragment.app.FragmentStore: void makeActive(androidx.fragment.app.FragmentStateManager)> -> <androidx.fragment.app.FragmentManagerViewModel: void removeRetainedFragment(androidx.fragment.app.Fragment)>
<androidx.fragment.app.FragmentManagerViewModel: void addRetainedFragment(androidx.fragment.app.Fragment)> -> <androidx.fragment.app.FragmentManager: void <clinit>()>
<androidx.fragment.app.FragmentManagerViewModel: void addRetainedFragment(androidx.fragment.app.Fragment)> -> <androidx.fragment.app.FragmentManager: boolean isLoggingEnabled(int)>
<androidx.fragment.app.FragmentManagerViewModel: void addRetainedFragment(androidx.fragment.app.Fragment)> -> <androidx.fragment.app.FragmentManager: void <clinit>()>
<androidx.fragment.app.FragmentManager$3: androidx.fragment.app.Fragment instantiate(java.lang.ClassLoader,java.lang.String)> -> <androidx.fragment.app.FragmentHostCallback: android.content.Context getContext()>
<androidx.fragment.app.FragmentManager$3: androidx.fragment.app.Fragment instantiate(java.lang.ClassLoader,java.lang.String)> -> <androidx.fragment.app.FragmentContainer: androidx.fragment.app.Fragment instantiate(android.content.Context,java.lang.String,android.os.Bundle)>
<androidx.fragment.app.FragmentContainer: androidx.fragment.app.Fragment instantiate(android.content.Context,java.lang.String,android.os.Bundle)> -> <androidx.fragment.app.Fragment: void <clinit>()>
<androidx.fragment.app.FragmentContainer: androidx.fragment.app.Fragment instantiate(android.content.Context,java.lang.String,android.os.Bundle)> -> <androidx.fragment.app.Fragment: androidx.fragment.app.Fragment instantiate(android.content.Context,java.lang.String,android.os.Bundle)>
<androidx.fragment.app.Fragment: androidx.fragment.app.Fragment instantiate(android.content.Context,java.lang.String,android.os.Bundle)> -> <androidx.fragment.app.FragmentFactory: void <clinit>()>
<androidx.fragment.app.Fragment: androidx.fragment.app.Fragment instantiate(android.content.Context,java.lang.String,android.os.Bundle)> -> <androidx.fragment.app.FragmentFactory: java.lang.Class loadFragmentClass(java.lang.ClassLoader,java.lang.String)>
<androidx.fragment.app.FragmentFactory: java.lang.Class loadFragmentClass(java.lang.ClassLoader,java.lang.String)> -> <androidx.fragment.app.FragmentFactory: void <clinit>()>
<androidx.fragment.app.FragmentFactory: java.lang.Class loadFragmentClass(java.lang.ClassLoader,java.lang.String)> -> <androidx.fragment.app.FragmentFactory: java.lang.Class loadClass(java.lang.ClassLoader,java.lang.String)>
<androidx.fragment.app.FragmentFactory: java.lang.Class loadClass(java.lang.ClassLoader,java.lang.String)> -> <androidx.fragment.app.FragmentFactory: void <clinit>()>
<androidx.fragment.app.FragmentFactory: java.lang.Class loadClass(java.lang.ClassLoader,java.lang.String)> -> <java.lang.Class: java.lang.Class forName(java.lang.String,boolean,java.lang.ClassLoader)>
<androidx.fragment.app.FragmentFactory: java.lang.Class loadClass(java.lang.ClassLoader,java.lang.String)> -> <androidx.collection.SimpleArrayMap: void <init>()>
<androidx.fragment.app.FragmentFactory: java.lang.Class loadClass(java.lang.ClassLoader,java.lang.String)> -> <androidx.collection.SimpleArrayMap: java.lang.Object get(java.lang.Object)>
<androidx.fragment.app.FragmentFactory: java.lang.Class loadClass(java.lang.ClassLoader,java.lang.String)> -> <androidx.collection.SimpleArrayMap: java.lang.Object put(java.lang.Object,java.lang.Object)>
<androidx.fragment.app.FragmentFactory: java.lang.Class loadClass(java.lang.ClassLoader,java.lang.String)> -> <androidx.collection.SimpleArrayMap: java.lang.Object get(java.lang.Object)>
<androidx.fragment.app.FragmentFactory: java.lang.Class loadClass(java.lang.ClassLoader,java.lang.String)> -> <androidx.collection.SimpleArrayMap: java.lang.Object put(java.lang.Object,java.lang.Object)>
<androidx.fragment.app.FragmentFactory: java.lang.Class loadFragmentClass(java.lang.ClassLoader,java.lang.String)> -> <androidx.fragment.app.Fragment$InstantiationException: void <init>(java.lang.String,java.lang.Exception)>
<androidx.fragment.app.FragmentFactory: java.lang.Class loadFragmentClass(java.lang.ClassLoader,java.lang.String)> -> <androidx.fragment.app.Fragment$InstantiationException: void <init>(java.lang.String,java.lang.Exception)>
<androidx.fragment.app.Fragment$InstantiationException: void <init>(java.lang.String,java.lang.Exception)> -> <java.lang.RuntimeException: void <init>(java.lang.String,java.lang.Throwable)>
<androidx.fragment.app.Fragment: androidx.fragment.app.Fragment instantiate(android.content.Context,java.lang.String,android.os.Bundle)> -> <androidx.fragment.app.Fragment$InstantiationException: void <init>(java.lang.String,java.lang.Exception)>
<androidx.fragment.app.FragmentStateManager: void addViewToContainer()> -> <androidx.fragment.app.FragmentStore: int findFragmentIndexInContainer(androidx.fragment.app.Fragment)>
<androidx.fragment.app.FragmentStateManager: void detach()> -> <androidx.fragment.app.FragmentStore: androidx.fragment.app.FragmentManagerViewModel getNonConfig()>
<androidx.fragment.app.FragmentStateManager: void detach()> -> <androidx.fragment.app.FragmentManagerViewModel: boolean shouldDestroy(androidx.fragment.app.Fragment)>
<androidx.fragment.app.FragmentStateManager: void detach()> -> <androidx.fragment.app.FragmentLifecycleCallbacksDispatcher: void dispatchOnFragmentDetached(androidx.fragment.app.Fragment,boolean)>
<androidx.fragment.app.FragmentLifecycleCallbacksDispatcher: void dispatchOnFragmentDetached(androidx.fragment.app.Fragment,boolean)> -> <androidx.fragment.app.FragmentManager: androidx.fragment.app.Fragment getParent()>
<androidx.fragment.app.FragmentLifecycleCallbacksDispatcher: void dispatchOnFragmentDetached(androidx.fragment.app.Fragment,boolean)> -> <androidx.fragment.app.FragmentManager: androidx.fragment.app.FragmentLifecycleCallbacksDispatcher getLifecycleCallbacksDispatcher()>
<androidx.fragment.app.FragmentStateManager: void detach()> -> <androidx.fragment.app.Fragment: void performDetach()>
<androidx.fragment.app.FragmentStateManager: void detach()> -> <androidx.fragment.app.Fragment: boolean isInBackStack()>
<androidx.fragment.app.FragmentStateManager: void detach()> -> <androidx.fragment.app.Fragment: void initState()>
<androidx.fragment.app.Fragment: void performDetach()> -> <androidx.fragment.app.FragmentManager: void <clinit>()>
<androidx.fragment.app.Fragment: void initState()> -> <androidx.fragment.app.FragmentManager: void <clinit>()>
<androidx.fragment.app.Fragment: void initState()> -> <androidx.fragment.app.FragmentManagerImpl: void <init>()>
<androidx.fragment.app.Fragment: void initState()> -> <androidx.fragment.app.Fragment: void initLifecycle()>
<androidx.fragment.app.Fragment: void performDetach()> -> <androidx.fragment.app.SuperNotCalledException: void <init>(java.lang.String)>
<androidx.fragment.app.Fragment: void performDetach()> -> <androidx.fragment.app.FragmentManagerImpl: void <init>()>
<androidx.fragment.app.Fragment: void performDetach()> -> <androidx.fragment.app.Fragment: void onDetach()>
<androidx.fragment.app.Fragment: void performDetach()> -> <androidx.fragment.app.FragmentManager: boolean isDestroyed()>
<androidx.fragment.app.Fragment: void performDetach()> -> <androidx.fragment.app.FragmentManager: void dispatchDestroy()>
<androidx.fragment.app.FragmentManager: void dispatchDestroy()> -> <androidx.fragment.app.FragmentManager: void endAnimatingAwayFragments()>
<androidx.fragment.app.FragmentManager: void endAnimatingAwayFragments()> -> <androidx.fragment.app.FragmentManager: void <clinit>()>
<androidx.fragment.app.FragmentManager: void endAnimatingAwayFragments()> -> <androidx.fragment.app.FragmentManager: java.util.Set collectAllSpecialEffectsController()>
<androidx.fragment.app.FragmentManager: void endAnimatingAwayFragments()> -> <androidx.fragment.app.FragmentManager: void cancelExitAnimation(androidx.fragment.app.Fragment)>
<androidx.fragment.app.FragmentManager: void dispatchDestroy()> -> <androidx.activity.OnBackPressedCallback: void remove()>
<androidx.fragment.app.FragmentStateManager: void destroy()> -> <androidx.fragment.app.FragmentLifecycleCallbacksDispatcher: void dispatchOnFragmentDestroyed(androidx.fragment.app.Fragment,boolean)>
<androidx.fragment.app.FragmentLifecycleCallbacksDispatcher: void dispatchOnFragmentDestroyed(androidx.fragment.app.Fragment,boolean)> -> <androidx.fragment.app.FragmentManager: androidx.fragment.app.Fragment getParent()>
<androidx.fragment.app.FragmentLifecycleCallbacksDispatcher: void dispatchOnFragmentDestroyed(androidx.fragment.app.Fragment,boolean)> -> <androidx.fragment.app.FragmentManager: androidx.fragment.app.FragmentLifecycleCallbacksDispatcher getLifecycleCallbacksDispatcher()>
<androidx.fragment.app.FragmentStateManager: void destroy()> -> <androidx.fragment.app.FragmentStore: androidx.fragment.app.FragmentManagerViewModel getNonConfig()>
<androidx.fragment.app.FragmentStateManager: void destroy()> -> <androidx.fragment.app.FragmentStore: androidx.fragment.app.FragmentManagerViewModel getNonConfig()>
<androidx.fragment.app.FragmentStateManager: void destroy()> -> <androidx.fragment.app.FragmentStore: java.util.List getActiveFragmentStateManagers()>
<androidx.fragment.app.FragmentStateManager: void destroy()> -> <androidx.fragment.app.FragmentStore: androidx.fragment.app.Fragment findActiveFragment(java.lang.String)>
<androidx.fragment.app.FragmentStateManager: void destroy()> -> <androidx.fragment.app.FragmentStore: void makeInactive(androidx.fragment.app.FragmentStateManager)>
<androidx.fragment.app.FragmentStateManager: void destroy()> -> <androidx.fragment.app.FragmentManagerViewModel: boolean shouldDestroy(androidx.fragment.app.Fragment)>
<androidx.fragment.app.FragmentStateManager: void destroy()> -> <androidx.fragment.app.FragmentManagerViewModel: boolean isCleared()>
<androidx.fragment.app.FragmentStateManager: void destroy()> -> <androidx.fragment.app.FragmentManagerViewModel: void clearNonConfigState(androidx.fragment.app.Fragment)>
<androidx.fragment.app.FragmentManagerViewModel: void clearNonConfigState(androidx.fragment.app.Fragment)> -> <androidx.fragment.app.FragmentManager: void <clinit>()>
<androidx.fragment.app.FragmentManagerViewModel: void clearNonConfigState(androidx.fragment.app.Fragment)> -> <androidx.fragment.app.FragmentManager: boolean isLoggingEnabled(int)>
<androidx.fragment.app.FragmentStore: void makeInactive(androidx.fragment.app.FragmentStateManager)> -> <androidx.fragment.app.FragmentStateManager: androidx.fragment.app.Fragment getFragment()>
<androidx.fragment.app.FragmentStateManager: void destroy()> -> <androidx.fragment.app.Fragment: boolean isInBackStack()>
<androidx.fragment.app.FragmentStateManager: void destroy()> -> <androidx.fragment.app.Fragment: void performDestroy()>
<androidx.fragment.app.Fragment: void performDestroy()> -> <androidx.lifecycle.Lifecycle$Event: void <clinit>()>
<androidx.fragment.app.Fragment: void performDestroy()> -> <androidx.fragment.app.SuperNotCalledException: void <init>(java.lang.String)>
<androidx.fragment.app.Fragment: void performDestroy()> -> <androidx.fragment.app.Fragment: void onDestroy()>
<androidx.fragment.app.Fragment: void performDestroy()> -> <androidx.lifecycle.LifecycleRegistry: void handleLifecycleEvent(androidx.lifecycle.Lifecycle$Event)>
<androidx.fragment.app.FragmentStateManager: void destroyFragmentView()> -> <androidx.fragment.app.FragmentLifecycleCallbacksDispatcher: void dispatchOnFragmentViewDestroyed(androidx.fragment.app.Fragment,boolean)>
